SD_Sub_System,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description,PL_No,CompanyName,ResponsibleName
LS-10,EL,05-RJB1_2-3-L3-09-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60716,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB1_2-3-L3-10-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60739,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB1-3-L1-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60742,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB1-3-L1-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60721,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB1-3-L2-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60719,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB1-3-L3-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60736,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_1-4-L1-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60741,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_1-4-L1-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60734,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_1-4-L2-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60729,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_1-4-L2-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60718,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_2-4-L1-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60733,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_2-4-L3-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60723,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_2-4-L3-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60735,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L1-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60740,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L1-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60738,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L2-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60727,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L2-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60722,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L3-01-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60717,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-RJB2_3-4-L3-02-FJB01,Lighting Cable,C,CABLE TAG NO (S.S) SHALL BE INSTALL,PL-60730,نیرو آرا اندیش,پانچ|هولد کیسون
LS-10,EL,05-SJB1-5-08,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-06091,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-05,EL,05-SP-01,PAGING DEVICE_A,B,S.S CAP SHOULD BE INSTALL.,PL-49707,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-05,EL,05-SP-12,PAGING DEVICE_A,C,ASBILT DRAWING SHOULD BE DONE.,PL-49716,نیرو آرا اندیش,پانچ|هولد مدارک
LS-11,EL,06-AWLP2-1-L2-01-FJB01,Lighting Cable,B,Tag no(s.s) shall be install.,PL-11332,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP2-2-L2-01-FJB01,Lighting Cable,B,Tag no(s.s) shall be install.,PL-11336,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP2-4-L2-01-FJB01,Lighting Cable,B,Tag no(s.s) shall be install.,PL-11343,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP2-5-L2-01-FJB01,Lighting Cable,B,Tag no(s.s) shall be install.,PL-11346,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP2-6-L2-01-FJB01,Lighting Cable,B,Tag no(s.s) shall be install.,PL-11348,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP3-1-L3-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05877,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP3-2-L3-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05891,نیرو آرا اندیش,پانچ|هولد کیسون
LS-11,EL,06-AWLP3-3-L3-01,Lighting Fixture,B,Tag no(s.s) shall be install.,PL-05905,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-06,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40858,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-08,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40862,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-09,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40868,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-10,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40863,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-12,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40870,نیرو آرا اندیش,پانچ|هولد کیسون
TEL-06,EL,06-SP-14,PAGING DEVICE_A,B,CAP OF DEVICE SHALL BE INSTALLED.,PL-40864,نیرو آرا اندیش,پانچ|هولد کیسون
1000-01,PI,1000-01-NG-01-209,PI_TP,C,ITEM 9 (HODE COUPLING) SHALL BE INSTALLED AFTER TEST,PL-01033,کیسون,پانچ|هولد مدارک
1000-01,PI,1000-01-PRG-01-450,PI_TP,C,"اصلاح عايق LINE: (16""-PRG-10-105-F24-H &16""-PRG-10-101-F24-H) بر روي (R-1002 1/2) انجام شود.",PL-56326,شرکت آپادانا پوشش,پانچ|هولد کیسون
1000-01,PI,1000-01-PRG-03-525,PI_TP,C,"اصلاح عايق LINE-16""-PRG-20-101-F24-H بر روي (R-1001) انجام شود.",PL-56325,شرکت آپادانا پوشش,پانچ|هولد کیسون
1000-02,PI,1000-02-FG-02-579,PI_TP,C,(GENERAL FOR SUB SYSTEM) ALL Format Shall  Be Signe And Stamp By T.P.A& Owner.,PL-56413,کیسون,پانچ|هولد مدارک
1000-02,PI,1000-02-FG-02-579,PI_TP,C,"(GENERAL FOR SUB SYSTEM) Final (Asbuilt) Shall Be Attached Be For Issue Form ""C"".",PL-56414,کیسون,پانچ|هولد مدارک
1000-02,PI,1000-02-FG-02-579,PI_TP,C,(GENERAL FOR SUB SYSTEM) All Document Must Be Reviwe And Invalid DOC. Removed.,PL-56416,کیسون,پانچ|هولد مدارک
1000-02,PI,1000-02-FG-02-579,PI_TP,C,(GENERAL FOR SUB SYSTEM) TUCH UP LINE:28-FG-20-101-B24-N (ISO:510240),PL-56426,کیسون,پانچ|هولد کیسون
1000-02,PI,1000-02-FG-02-579,PI_TP,A,(GENERAL FOR SUB SYSTEM)                              Butter Flay Valve رديف 4 از سايدD کوره کار شود (H-2001) COMBUSTION AIR,PL-56516,کیسون,پانچ|هولد کیسون
1000-03,PI,1000-03-BD-02-410,PI_TP,C,"(1-عايق کار شود) و (2-گيت ولو و لاين باي پس نصب گردد.) لاين (2""-BD-60-107-G40-H) و شماره (ISO:45001)",PL-56849,کیسون/ساتراپ,پانچ|هولد کیسون
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAL FOR SUB SYSTEM) All Remain Work (TP  Activity & Tinie| Punche) Shall Be ComPleted.,PL-56826,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAI FOR SUB SYSTEM) Confirmation Of Tolerance For Flange Conection To Equ. Rotating Shall Be Attached (Row11| Form TP &18),PL-56827,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAL FOR SUB SYSTEM) The Vent Hole Supports Must Be Filled With Masticafter Final Pantting.(ALL-TP),PL-56821,ساتراپ,پانچ|هولد کیسون
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAL FOR SUB SYSTEM) گواهي کاليبراسيون ها مطابق با کامنت تکميل گردد. (ALL-TP),PL-56822,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAL FOR SUB SYSTEM) ALL Format Shall  Be Signe And Stamp By T.P.A& Owner.,PL-56823,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-MPC-02-544,PI_TP,C,(GENERAL FOR SUB SYSTEM) All DWG (Iso|…) Shall Be Reviwe Revi And Invalid Doc. Removed.,PL-56824,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-MPC-06-599,PI_TP,A,"(1-عايق لاين انجام شود.) (2-نات و بولت مربوط به LV-6021B و DOWN|UP تايت بشوند) (ISO:14086) لاين شماره (24""-PRG-60-104-F24-H)",PL-56839,کیسون/ساتراپ,پانچ|هولد کیسون
1000-03,PI,1000-03-PRC-05-408,PI_TP,C,"لاين بعد از  (FT-6086) به اندازه 2 متر عايق مشکل دارد و نياز به اصلاح و کامل شدن دارد. (4""-BD-60-114-G40-P) و شماره (ISO:45005)",PL-56846,شرکت آپادانا پوشش,پانچ|هولد کیسون
1000-03,PI,1000-03-PRC-14-578,PI_TP,B,درين لول گيج کار شود 2-نات و بولت لگ بالاي لول گيج کامل تايت شود (LG-6052) و (ISO:45113),PL-56835,ساتراپ,پانچ|هولد کیسون
1000-03,PI,1000-03-PRC-14-578,PI_TP,A,لگ پايين (LST-6051 A/B/C)کار شود و  ولو آيزوليشن کار شود (D-6001),PL-56837,ساتراپ,پانچ|هولد کیسون
1000-03,PI,1000-03-PRG-02-842,PI_TP,C,"(GENERAI FOR SUB SYSTEM) Final AsBuilt Must Be Attached Befor Issue Form ""C""",PL-56825,کیسون,پانچ|هولد مدارک
1000-03,PI,1000-03-VA-01-447,PI_TP,C,THE VENT LINES CONNECTED TO THE LEVEL GUAGE MUST BE SPECIFIED IN THE P&ID,PL-27354,کیسون,پانچ|هولد مدارک
2000-01,PI,2000-01-PRC-01-837,PI_TP,B,(PG-2230) نصب گردد. (3-PRC-20-102-G40-N),PL-56551,نیرو آرا اندیش,پانچ|هولد مدارک
1000-03,PI,2000-01-PRG-01-042,PI_TP,B,"استم مربوط به لويونيت 3/4"" بعد از  PV-2061 نياز به اصلاح دارد. (کج شده است) (24""-PRG-20-108-F24-H) و شماره (ISO:50046)",PL-56844,کیسون/ساتراپ,پانچ|هولد کیسون
1000-03,PI,2000-01-PRG-01-042,PI_TP,C,"لاين قبل از (FT-2091) به اندازه يک متر عايق مشکل دارد و نياز به اصلاح و کامل شدن دارد. (12""-PRG-20-106-F24-H) و شماره (ISO:50044)",PL-56845,شرکت آپادانا پوشش,پانچ|هولد کیسون
2000-01,PI,2000-01-PRG-02-522,PI_TP,A,"(PDT-2252)کابل و تيوپ مربوط به PDT نصب شود. (30""-PRG-20-113-G36-H)",PL-56548,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-PRG-04-942,PI_TP,A,(PG-2101) نصب گردد. (4-N-20-113-F24-N),PL-56552,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-PRG-04-942,PI_TP,B,کابل کشي PT انجام شده کامل شود. (12-HPS-20-104-F24-H),PL-56550,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-RFG-01-526,PI_TP,A,"(PG-2251) نصب گردد. (30""-PRG-20-101-F34-H)",PL-56549,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-RFG-01-526,PI_TP,A,"(PG-2267) نصب گردد. (30""-RFG-20-101-F34-H)",PL-56547,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-01-678,PI_TP,A,(GENERAL FOR SUB SYSTEM) All Remain Activity (Test Package& Joint) Shall Be Done.,PL-56541,کیسون,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-01-678,PI_TP,B,(GENERAL FOR SUB SYSTEM) All Doc (DWG|PID) Shall Be Reviue And Remove Invalid Doc.,PL-56542,کیسون,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-01-678,PI_TP,B,"(GENERAL FOR SUB SYSTEM) final Asbuilt Shall Be Attached Be For Issue Form ""C"".",PL-56543,کیسون,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-01-678,PI_TP,B,(GENERAL FOR SUB SYSTEM) All Form Shall Be Approved By T.P.A And Signe (Stamp),PL-56544,کیسون,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-01-678,PI_TP,A,"  USV-2094تيوپ ابزار دقيق مربوط به USVتکميل گردد. (4""-VA-20-109-B24-P)",PL-56545,نیرو آرا اندیش,پانچ|هولد مدارک
2000-01,PI,2000-01-VA-02-679,PI_TP,B,"کابل و ادوات ابزار دقيق وصل شود. (4""-VA-20-109-B24-P)",PL-56546,کارفرما,پانچ|هولد کارفرما
2000-02,PI,2000-02-HPS-01-529,PI_TP,C,(GENERAL FOR SUB SYSTEM) Joint Histoy Must Be Approved And Signe By Owner (QC),PL-56382,کیسون,پانچ|هولد مدارک
2000-02,PI,2000-02-HPS-01-529,PI_TP,C,Tieine List Should Be Attached.,PL-56372,کیسون,پانچ|هولد مدارک
2000-02,PI,2000-02-HPS-01-529,PI_TP,A,All TemPerary Gaskets Used For The (FT-2001) Nozzle And Steam Traps Shall Be Replaced With The Orginal Gaskets,PL-56373,کیسون,پانچ|هولد کیسون
2000-02,PI,2000-02-HPS-01-529,PI_TP,C,(GENERAL FOR SUB SYSTEM) All DWG Iso Shall Be Reviwe And Invalid Doc. Remove.,PL-56376,کیسون,پانچ|هولد مدارک
2000-02,PI,2000-02-HPS-01-529,PI_TP,C,"(GENERAL FOR SUB SYSTEM) Fainal Asbilt Shall Be Attached Be For Issue Forme ""C""",PL-56378,کیسون,پانچ|هولد مدارک
2000-02,PI,2000-02-HPS-02-531,PI_TP,B,"(TC-20101| PC-20101) بر روي خط (6""HPS-70-101-F24-H) نصب گردد.",PL-56749,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03,PI,2000-02-HPS-04-868,PI_TP,C,THE INSTRUMENT DEVICE SHALL BE INSTALL . (TI:2039 & PG:2033|2034 & PT:2035 AND PDT:2032|2035 AND PDST:2036A|B|C AND FV:2041 AND HV:2031 AND FST:2040A|B|C AND USV : 2038|2039|2041,PL-23904,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,PI,2000-02-LPC-01-937,PI_TP,B,"جوشکاري ساپورت و عايق لاين (3""-LPC-20-102-D24-H) انجام شود.",PL-56744,کیسون/ساتراپ,پانچ|هولد کیسون
2000-02,PI,2000-02-LPC-01-937,PI_TP,C,"Steam Trap 3""-CL-300 (ST2001)hould Be Installed After Steam Out.",PL-48797,کارفرما,کارباقیمانده|هولد کارفرما
2000-02,PI,2000-02-LPC-01-937,PI_TP,C,"Orginal Gasket 3""-CL-300(2PCS& Stud Bolt 3/4*115=16PCS Should Be Install.",PL-48799,کارفرما,کارباقیمانده|هولد کارفرما
2000-02,PI,2000-02-PRG-01-847,PI_TP,B,(AP-2266) در ISO:46070 نصب گردد,PL-56741,نیرو آرا اندیش,پانچ|هولد مدارک
2000-02,PI,2000-02-PRG-01-847,PI_TP,C,Certi Ficate Of Gauge Cafibration Shall Be Attached. (2000-02PRG-01-847& 2000-02RFG-01-1025),PL-56387,کیسون,پانچ|هولد مدارک
2000-02,PI,2000-02-RFG-01-1025,PI_TP,B,(AP-2267) در ISO:46071نصب گردد.,PL-56740,ساتراپ,پانچ|هولد مدارک
2000-03,PI,2000-03-HPC-01-989,PI_TP,C,instrument indicator shall be install. (TG:2013andTI:2003),PL-24917,نیرو آرا اندیش,کارباقیمانده|هولد کیسون
2000-03,PI,2000-03-HPC-03-997,PI_TP,C,Instrument indicator shall be install (pg:2018),PL-12181,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-01-111,PI_TP,C,All instrument device & indicator shall be install ( PT|PI-2001 & TG-2002& PDT-2004 ),PL-21420,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-01-111,PI_TP,C,Equipments (x-2001 A|B)has not been installed,PL-21423,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-01-111,PI_TP,C,The weding of the supports is not completed to alighn of the spools flange with the equipment nozzle must be complated after installing the z-2001 A|B,PL-21424,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-01-111,PI_TP,C,Aftter installing equipments x-2001 A|B should be original gaskets and stud bolts (relevant) installed,PL-21425,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-01-111,PI_TP,C,The Contractor Has Respon Sibility To Connect Line To Equipments (X-2001A/B | X-2001A/A) Were Not Install During Line Check Activity In Reistatement Or When Arrive In Site,PL-54657,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-02-618,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL (PG-2003),PL-21894,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-03-780,PI_TP,C,The Approved Water (DEM) Analysis Should Be Attached.,PL-56236,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-05-889,PI_TP,C,DEM Water Certificate Shall Be Attach.,PL-56350,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-06-890,PI_TP,C,due to the non installation of the : X:2001 A|B indicator the continuation of the process . The face cleaning all flanges after installation of the equipments was confirmed by doing and reporting.,PL-45617,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-06-890,PI_TP,C,X2001 A|B and X2001 B|B not allowd insite . Means the line didn’t connected.,PL-45618,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-07-891,PI_TP,C,"Item No :2 (Tee 2""x 2"" - SCH10) Mast Be Chenge And Welded And RT . (Also| History Sheet Updated",PL-56729,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-08-892,PI_TP,C,DEM Water Certificate Shall Be Attach.,PL-56243,کیسون,پانچ|هولد مدارک
2000-03-1,PI,2000-03-PO-09-1017,PI_TP,C,THE INSTRUMENT DEVICE PG-2002 MUST BE INSTALL,PL-21889,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,PI,2000-03-VA-02-681,PI_TP,C,instrument indicator shall be install,PL-44892,نیرو آرا اندیش,پانچ|هولد مدارک
2000-03-1,PI,2000-03-VA-02-681,PI_TP,C,due to pre com note on P & ID all of gaskets are temporary installed . That shall be replace with original ones after pickling,PL-44894,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-BFW-03-808,PI_TP,A,پکيج BFW-03-808 تکميل گردد.,PL-56732,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-BFW-03-808,PI_TP,C,Installed Valve Shall Be Lubricated,PL-61297,ساتراپ,پانچ|هولد کیسون
2000-04,PI,2000-04-BFW-03-808,PI_TP,C,All Instrument Indicator Shall Be Connect (LG-2373) | (LG-2374/1) | (LG-2374/2),PL-61298,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,PI,2000-04-BFW-03-808,PI_TP,C,Valve Lubrication Shall Be Done,PL-61299,ساتراپ,پانچ|هولد کیسون
2000-04,PI,2000-04-BFW-07-869,PI_TP,C,"(GENERAL FOR SUB SYSTEM) Fainal Asbilt Shall Be Atached Be For Issue Forme ""C""",PL-56726,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-BFW-07-869,PI_TP,C,(GENERAL FOR SUB SYSTEM) Toierance Confirmation Of Rotating EQ. Flange Connection (Row11 Of QC- TP-018) Shall Be Attached,PL-56727,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-HHPS-04-895,PI_TP,C,(GENERAL FOR SUB SYSTEM) Certificate Of Gauge Calibration For All Test Package Shall Be Attached.,PL-56728,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-HHPS-04-895,PI_TP,A,(GENERAL FOR SUB SYSTEM) All Remain Work (Joint| Activity) Shall Be ComPleted.,PL-56724,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-HHPS-04-895,PI_TP,C,(GENERAL FOR SUB SYSTEM) The Attached Document Must Be Reviwe And Remove In Valid Doc.,PL-56725,کیسون,پانچ|هولد مدارک
2000-04,PI,2000-04-HHPS-04-895,PI_TP,B,استيم تراپ نصب گردد.(AP-2380| AT2379) شماره لاين (18-HHPS-20-102-G24-H),PL-56731,نیرو آرا اندیش,پانچ|هولد مدارک
2000-04,PI,2000-04-HHPS-05-1045,PI_TP,B,Steam Trap Punch B Chenge To C According To Attached NIS Report,PL-50358,کارفرما,کارباقیمانده|هولد کارفرما
2000-04,PI,2000-04-VA-05-653,PI_TP,A,پکيج VA-05-653 تکميل گردد.,PL-56733,کیسون,پانچ|هولد مدارک
2000-05,PI,2000-05-SG-01-321,PI_TP,C,(AP-3005) در (ISO:34152) نصب گردد,PL-56892,نیرو آرا اندیش,پانچ|هولد مدارک
2000-05,PI,2000-05-SG-03-877,PI_TP,A,ادوات ابزار دقيق و IA کانکت گردد به (PV-2481) و (USV-2482) نقشه شماره (34150|34149),PL-56893,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,PI,3000-01-HPC-01-861,PI_TP,C,(thiS PUNCH FOR SUB SYSTEM 3000-1) All Instrument Dvice Shall Be Install (TE-30163A|30163|PIT-30181) Iso:34167 Sh:1/2,PL-54898,نیرو آرا اندیش,پانچ|هولد مدارک
3000-01,PI,3000-01-LPC-01-855,PI_TP,B,"(ThiS PUNCH FOR SUB SYSTEM 3000-1) Line No :1""-LPC-30-302-D24 رنگ آميزي انجام شود و B/N/G نصب گردد",PL-54905,کیسون/ساتراپ,پانچ|هولد کیسون
3000-01,PI,3000-01-LPC-01-855,PI_TP,B,"(ThiS PUNCH FOR SUB SYSTEM 3000-1) Line No :1""-LPC-30-303-D24 رنگ آميزي انجام شود و B/N/G نصب گردد",PL-54906,کیسون/ساتراپ,پانچ|هولد کیسون
3000-01,PI,3000-01-LPC-01-855,PI_TP,B,"(thiS PUNCH FOR SUB SYSTEM 3000-1) Line No :1 1/2""-LPC-30-304-B24 رنگ آميزي تکميل گردد و B/N/G نصب گردد",PL-54924,کیسون/ساتراپ,پانچ|هولد کیسون
3000-01,PI,3000-01-SG-01-322,PI_TP,B,(ThiS PUNCH FOR SUB SYSTEM 3000-1) Iso:34185 |34181 در موقعيت PSV-30126A/B تجهيز Sight Glass نصب گردد,PL-54907,ساتراپ,پانچ|هولد مدارک
3000-01,PI,3000-01-SG-01-322,PI_TP,A,(thiS PUNCH FOR SUB SYSTEM 3000-1) General Punch All Sub System فرمتها بروز رساني و تکميل و امضاء گردد,PL-54901,کیسون,پانچ|هولد مدارک
3000-01,PI,3000-01-SG-01-322,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 3000-1) General Punch All Sub System Confirmation Of Tolerance For Flange Connection Of Rotating Equpment Shall Be Atached (Row 11 /QC/TP/018),PL-54902,کیسون,پانچ|هولد مدارک
3000-01,PI,3000-01-SG-01-322,PI_TP,B,(thiS PUNCH FOR SUB SYSTEM 3000-1) General Punch All Sub System Final Asbuilt Shall Be Attached Before Issue From C,PL-54903,کیسون,پانچ|هولد مدارک
3000-01,PI,3000-01-SG-01-322,PI_TP,B,(ThiS PUNCH FOR SUB SYSTEM 3000-1) General Punch All Sub System All Attached DOC. Shall Be Reviwe And In Void Doc. Remove,PL-54904,کیسون,پانچ|هولد مدارک
3000-01,PI,3000-01-SG-03-460,PI_TP,C,ALL INSTRUMENT DEVICE SHALL BE INSTALL BEFORE PRECOMM,PL-02037,نیرو آرا اندیش,پانچ|هولد مدارک
